names,links,category,profile_path
Jennie Finch,https://en.wikipedia.org/wiki/Jennie_Finch,American,./Women_Profiles/Jennie_Finch
Chris Evert,https://en.wikipedia.org/wiki/Chris_Evert,retired American World No,./Women_Profiles/Chris_Evert
Margaret Thatcher,https://en.wikipedia.org/wiki/Margaret_Thatcher,Occupation: Barrister chemist politician,./Women_Profiles/Margaret_Thatcher
Somaly Mam,https://en.wikipedia.org/wiki/Somaly_Mam,Occupation: Former CEO of Somaly Mam Foundation,./Women_Profiles/Somaly_Mam
Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,"Occupation: Singer-songwriter 
 record producer 
 actress",./Women_Profiles/Taylor_Swift
Bessie Coleman,https://en.wikipedia.org/wiki/Bessie_Coleman,Occupation: Pilot,./Women_Profiles/Bessie_Coleman
Erin Pizzey,https://en.wikipedia.org/wiki/Erin_Pizzey,Occupation: Writer,./Women_Profiles/Erin_Pizzey
Diana Nyad,https://en.wikipedia.org/wiki/Diana_Nyad,"Occupation: Author, journalist, swimmer",./Women_Profiles/Diana_Nyad
Charlotte Cooper,https://en.wikipedia.org/wiki/Charlotte_Cooper_(tennis),female tennis player,./Women_Profiles/Charlotte_Cooper
Pam Grier,https://en.wikipedia.org/wiki/Pam_Grier,Occupation: Actress,./Women_Profiles/Pam_Grier
Marilyn Vos Savant,https://en.wikipedia.org/wiki/Marilyn_vos_Savant,Occupation: Author columnist,./Women_Profiles/Marilyn_Vos_Savant
Erica Jong,https://en.wikipedia.org/wiki/Erica_Jong,Occupation: Author and teacher,./Women_Profiles/Erica_Jong
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,"Occupation: Actress 
 comedian 
 writer 
 producer 
 fashion designer",./Women_Profiles/Melissa_McCarthy
Dorothy Hodgkin,https://en.wikipedia.org/wiki/Dorothy_Hodgkin,"Known for: Development of protein crystallography 
 Determining the structure of insulin",./Women_Profiles/Dorothy_Hodgkin
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,Occupation: Journalist,./Women_Profiles/Katie_Couric
Arlene Blum,https://en.wikipedia.org/wiki/Arlene_Blum,"Occupation: Mountaineer , writer,  Environmental health scientist",./Women_Profiles/Arlene_Blum
Elizabeth Cowell,https://en.wikipedia.org/wiki/Elizabeth_Cowell,British broadcaster and the first female television announcer,./Women_Profiles/Elizabeth_Cowell
Sophie Scholl,https://en.wikipedia.org/wiki/Sophie_Scholl,"Occupation: Student, resistance member",./Women_Profiles/Sophie_Scholl
Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,American politician and diplomat,./Women_Profiles/Madeleine_Albright
Lucille Ball,https://en.wikipedia.org/wiki/Lucille_Ball,"Occupation: Actress, comedian, model, film studio executive, TV producer",./Women_Profiles/Lucille_Ball
Barbara Castle,https://en.wikipedia.org/wiki/Barbara_Castle,British Labour Party politician,./Women_Profiles/Barbara_Castle
Ellen J. Kullman,https://en.wikipedia.org/wiki/Ellen_J._Kullman,Occupation: Business executive,./Women_Profiles/Ellen_J._Kullman
Shirley Chisolm,https://en.wikipedia.org/wiki/Shirley_Chisholm,American politician,./Women_Profiles/Shirley_Chisolm
Bethenny Frankel,https://en.wikipedia.org/wiki/Bethenny_Frankel,"Occupation: Television personality 
 talk show host 
 entrepreneur 
 author",./Women_Profiles/Bethenny_Frankel
Josephine Baker,https://en.wikipedia.org/wiki/Josephine_Baker,"Occupation: Civil rights activist , vedette, singer, Decorated World War II Spy",./Women_Profiles/Josephine_Baker
Benazir Bhutto,https://en.wikipedia.org/wiki/Benazir_Bhutto,Pakistani politician,./Women_Profiles/Benazir_Bhutto
Helen Keller,https://en.wikipedia.org/wiki/Helen_Keller,"Occupation: Author, political activist, lecturer",./Women_Profiles/Helen_Keller
Maya Angelou,https://en.wikipedia.org/wiki/Maya_Angelou,"Occupation: Writer 
 poet 
 civil rights activist",./Women_Profiles/Maya_Angelou
Shami Chakrabarti,https://en.wikipedia.org/wiki/Shami_Chakrabarti,British Labour Party politician and member of the House of Lords,./Women_Profiles/Shami_Chakrabarti
Katharine Hepburn,https://en.wikipedia.org/wiki/Katharine_Hepburn,Occupation: Actress,./Women_Profiles/Katharine_Hepburn
Mary Pickford,https://en.wikipedia.org/wiki/Mary_Pickford,Occupation: Actress producer screenwriter businesswoman (co-founder of AMPAS) memoirist,./Women_Profiles/Mary_Pickford
Ita Buttrose,https://en.wikipedia.org/wiki/Ita_Buttrose,Occupation: Magazine editor Fashion journalist Media personality Businesswoman Author Ambassador,./Women_Profiles/Ita_Buttrose
Juliana Rotich,https://en.wikipedia.org/wiki/Juliana_Rotich,information technology professional,./Women_Profiles/Juliana_Rotich
Anaïs Nin,https://en.wikipedia.org/wiki/Ana%C3%AFs_Nin,Occupation: Author,./Women_Profiles/Anaïs_Nin
Grace Hopper,https://en.wikipedia.org/wiki/Grace_Hopper,American computer scientist and United States Navy rear admiral,./Women_Profiles/Grace_Hopper
Helena Rubinstein,https://en.wikipedia.org/wiki/Helena_Rubinstein#Divorce_and_remarriage,"Occupation: Businesswoman, philanthropist, art collector, cosmetician",./Women_Profiles/Helena_Rubinstein
Dian Fossey,https://en.wikipedia.org/wiki/Dian_Fossey,Known for: Study and conservation of the  mountain gorilla,./Women_Profiles/Dian_Fossey
Julie Bindel,https://en.wikipedia.org/wiki/Julie_Bindel,"Occupation: Journalist, writer, cultural critic",./Women_Profiles/Julie_Bindel
Amy Johnson,https://en.wikipedia.org/wiki/Amy_Johnson,Occupation: Aviator  and  Engineer,./Women_Profiles/Amy_Johnson
Sojourner Truth,https://en.wikipedia.org/wiki/Sojourner_Truth,"Occupation: Abolitionist ,  author ,  human rights activist",./Women_Profiles/Sojourner_Truth
J. K. Rowling,https://en.wikipedia.org/wiki/J._K._Rowling,"Occupation: Novelist, screenwriter, producer, philanthropist",./Women_Profiles/J._K._Rowling
Audre Lorde,https://en.wikipedia.org/wiki/Audre_Lorde,American writer,./Women_Profiles/Audre_Lorde
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,"Occupation: Host of The Oprah Winfrey Show (1986–2011) 
 Chairwoman and CEO of Harpo Productions (1986–present) 
 Chairwoman, CEO and CCO of the Oprah Winfrey Network (2011–present) 
 Actress[2] 
 Author",./Women_Profiles/Oprah_Winfrey
Lisa Robinson,https://en.wikipedia.org/wiki/Lisa_Robinson,American journalist and writer,./Women_Profiles/Lisa_Robinson
Cathy Freeman,https://en.wikipedia.org/wiki/Cathy_Freeman,Occupation: Runner,./Women_Profiles/Cathy_Freeman
Grace Lee Boggs,https://en.wikipedia.org/wiki/Grace_Lee_Boggs,"Occupation: Writer, social activist, philosopher, feminist",./Women_Profiles/Grace_Lee_Boggs
Mary Warnock,"https://en.wikipedia.org/wiki/Mary_Warnock,_Baroness_Warnock","Known for: Philosopher  of  morality ,  education , and  mind , and a writer on  existentialism",./Women_Profiles/Mary_Warnock
Mae Jemison,https://en.wikipedia.org/wiki/Mae_Jemison,"Occupation: Physician 
 engineer 
 professor",./Women_Profiles/Mae_Jemison
Sandra Day O'Connor,https://en.wikipedia.org/wiki/Sandra_Day_O%27Connor,retired Associate Justice of the Supreme Court of the United States,./Women_Profiles/Sandra_Day_O'Connor
Susan Faludi,https://en.wikipedia.org/wiki/Susan_Faludi,Occupation: Journalist,./Women_Profiles/Susan_Faludi
Caitlin Moran,https://en.wikipedia.org/wiki/Caitlin_Moran,"Occupation: Journalist, author, broadcaster",./Women_Profiles/Caitlin_Moran
Diana Vreeland,https://en.wikipedia.org/wiki/Diana_Vreeland,"Occupation: Magazine editor 
 fashion journalist",./Women_Profiles/Diana_Vreeland
Katy Perry,https://en.wikipedia.org/wiki/Katy_Perry,"Occupation: Singer 
 songwriter 
 actress 
 businesswoman 
 television judge",./Women_Profiles/Katy_Perry
Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern,New Zealand politician serving,./Women_Profiles/Jacinda_Ardern
Hawa Abdi,https://en.wikipedia.org/wiki/Hawa_Abdi,"Occupation: physician ,  Obstetrician ,  activist",./Women_Profiles/Hawa_Abdi
George Sand,https://en.wikipedia.org/wiki/George_Sand,Occupation: Novelist,./Women_Profiles/George_Sand
Grandma Moses,https://en.wikipedia.org/wiki/Grandma_Moses,"Known for: Painting ,  Embroidery",./Women_Profiles/Grandma_Moses
Kate Bush,https://en.wikipedia.org/wiki/Kate_Bush,Occupation(s): Singer songwriter musician record producer director,./Women_Profiles/Kate_Bush
Maria Montessori,https://en.wikipedia.org/wiki/Maria_Montessori,Occupation: Physician and educator,./Women_Profiles/Maria_Montessori
Kacey Ainsworth,https://en.wikipedia.org/wiki/Kacey_Ainsworth,Occupation: Actress,./Women_Profiles/Kacey_Ainsworth
Bettie Page,https://en.wikipedia.org/wiki/Bettie_Page,Occupation: Model,./Women_Profiles/Bettie_Page
Mary Kay Ash,https://en.wikipedia.org/wiki/Mary_Kay_Ash,Occupation: Founder of  Mary Kay  Cosmetics,./Women_Profiles/Mary_Kay_Ash
B. Smith,https://en.wikipedia.org/wiki/B._Smith,Occupation: Restaurateur model author television host businesswoman,./Women_Profiles/B._Smith
Marie Curie,https://en.wikipedia.org/wiki/Marie_Curie,"Known for: Radioactivity 
 Polonium 
 Radium",./Women_Profiles/Marie_Curie
Eleanor Rathbone,https://en.wikipedia.org/wiki/Eleanor_Rathbone,independent British member of parliament (MP) and long-term campaigner for family allowance and for women's rights,./Women_Profiles/Eleanor_Rathbone
Indra Nooyi,https://en.wikipedia.org/wiki/Indra_Nooyi,"Occupation: Board Member ,  Amazon",./Women_Profiles/Indra_Nooyi
Andrea Dworkin,https://en.wikipedia.org/wiki/Andrea_Dworkin,Occupation: Writer,./Women_Profiles/Andrea_Dworkin
Mary Quant,https://en.wikipedia.org/wiki/Mary_Quant,English fashion designer and fashion icon,./Women_Profiles/Mary_Quant
Lilian Wyles,https://en.wikipedia.org/wiki/Lilian_Wyles,"Occupation: constable, police detective chief inspector, author, nurse",./Women_Profiles/Lilian_Wyles
Amy Cuddy,https://en.wikipedia.org/wiki/Amy_Cuddy,American social psychologist,./Women_Profiles/Amy_Cuddy
Sinéad O'Connor,https://en.wikipedia.org/wiki/Sin%C3%A9ad_O%27Connor,"Occupation(s): Singer-songwriter 
 musician 
 former priest",./Women_Profiles/Sinéad_O'Connor
Rhonda Hansome,https://en.wikipedia.org/wiki/Rhonda_Hansome,African-American stand-up comedian,./Women_Profiles/Rhonda_Hansome
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,American stand-up comedian and actress,./Women_Profiles/Amy_Schumer
Edna Gardner Whyte,https://en.wikipedia.org/wiki/Edna_Gardner_Whyte,Occupation: aviator,./Women_Profiles/Edna_Gardner_Whyte
Fiona Wood,https://en.wikipedia.org/wiki/Fiona_Wood,Occupation: Plastic surgeon,./Women_Profiles/Fiona_Wood
Camila Batmanghelidjh,https://en.wikipedia.org/wiki/Camila_Batmanghelidjh,Iranian-born author and former charity executive in the United Kingdom,./Women_Profiles/Camila_Batmanghelidjh
Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,Occupation: Actress,./Women_Profiles/Emma_Stone
Ishita Gupta,https://en.wikipedia.org/wiki/Ishita_Dutta,Occupation: Actress,./Women_Profiles/Ishita_Gupta
Martina Navratilova,https://en.wikipedia.org/wiki/Martina_Navratilova,Czechoslovak-born American former professional tennis player and coach,./Women_Profiles/Martina_Navratilova
Dolly Parton,https://en.wikipedia.org/wiki/Dolly_Parton,Occupation: Singer songwriter multi-instrumentalist record producer actress author businesswoman humanitarian,./Women_Profiles/Dolly_Parton
Frida Kahlo,https://en.wikipedia.org/wiki/Frida_Kahlo,Known for: Painting,./Women_Profiles/Frida_Kahlo
Cilla Black,https://en.wikipedia.org/wiki/Cilla_Black,"Occupation: Singer, television presenter, actress, author",./Women_Profiles/Cilla_Black
Karren Brady,https://en.wikipedia.org/wiki/Karren_Brady,"Occupation: Businesswoman, journalist, politician, broadcaster, media personality, author, novelist",./Women_Profiles/Karren_Brady
Ingrid Bergman,https://en.wikipedia.org/wiki/Ingrid_Bergman,Occupation: Actress,./Women_Profiles/Ingrid_Bergman
Tanni Grey-Thompson,https://en.wikipedia.org/wiki/Tanni_Grey-Thompson,Occupation: Politician ;  athlete ;  TV personality,./Women_Profiles/Tanni_Grey-Thompson
Miles Franklin,https://en.wikipedia.org/wiki/Miles_Franklin,"Known for: Novelist, Writer, Feminist",./Women_Profiles/Miles_Franklin
Josephine Butler,https://en.wikipedia.org/wiki/Josephine_Butler,English feminist and social reformer in the Victorian era,./Women_Profiles/Josephine_Butler
Wangari Maathai,https://en.wikipedia.org/wiki/Wangari_Maathai,"Occupation: Environmentalist, political activist, writer",./Women_Profiles/Wangari_Maathai
Rosalind Franklin,https://en.wikipedia.org/wiki/Rosalind_Franklin,Known for: Structure of DNA Fine structure of coal and graphite Virus structures,./Women_Profiles/Rosalind_Franklin
Heather Moore,https://en.wikipedia.org/wiki/Heather_Moore,Occupation: Engineer,./Women_Profiles/Heather_Moore
Charlotte Brontë,https://en.wikipedia.org/wiki/Charlotte_Bront%C3%AB,"Occupation: Novelist, poet, governess",./Women_Profiles/Charlotte_Brontë
Lori Greiner,https://en.wikipedia.org/wiki/Lori_Greiner,"Occupation: Television personality , investor",./Women_Profiles/Lori_Greiner
Anne Sweeney,https://en.wikipedia.org/wiki/Anne_Sweeney,Occupation: Co-Chair of  Disney Media Networks  & President of  Disney-ABC Television Group,./Women_Profiles/Anne_Sweeney
Amelia Earhart,https://en.wikipedia.org/wiki/Amelia_Earhart,"Known for: Many early aviation records, including first woman to  fly solo across the Atlantic Ocean",./Women_Profiles/Amelia_Earhart
Rebecca Adlington,https://en.wikipedia.org/wiki/Rebecca_Adlington,British former competitive swimmer,./Women_Profiles/Rebecca_Adlington
Gilda Radner,https://en.wikipedia.org/wiki/Gilda_Radner,"Occupation: Comedian, actress",./Women_Profiles/Gilda_Radner
Madonna,https://en.wikipedia.org/wiki/Madonna_%28entertainer%29,Occupation: Singer songwriter actress businesswoman record producer dancer film director author humanitarian,./Women_Profiles/Madonna
Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,Occupation: Actress comedian writer producer playwright,./Women_Profiles/Tina_Fey
Gloria Steinem,https://en.wikipedia.org/wiki/Gloria_Steinem,Occupation: Writer and journalist for  Ms.  and  New York  magazines [3],./Women_Profiles/Gloria_Steinem
Martha Lane Fox,https://en.wikipedia.org/wiki/Martha_Lane_Fox,"Occupation: Entrepreneur ,  Life Peeress",./Women_Profiles/Martha_Lane_Fox
Sheri L. Dew,https://en.wikipedia.org/wiki/Sheri_L._Dew,American author,./Women_Profiles/Sheri_L._Dew
Linda Bellos,https://en.wikipedia.org/wiki/Linda_Bellos,"Occupation: Politician 
 activist",./Women_Profiles/Linda_Bellos
Margaret Atwood,https://en.wikipedia.org/wiki/Margaret_Atwood,Canadian poet,./Women_Profiles/Margaret_Atwood
Bell Hooks,https://en.wikipedia.org/wiki/Bell_hooks,"Occupation: Author, academic, feminist and social activist",./Women_Profiles/Bell_Hooks
Alison Bechdel,https://en.wikipedia.org/wiki/Alison_Bechdel,"Occupation: Cartoonist, author",./Women_Profiles/Alison_Bechdel
Barbara Corcoran,https://en.wikipedia.org/wiki/Barbara_Corcoran,"Occupation: Founder of The Corcoran Group, Barbara Corcoran Inc. and Forefront Venture Partners",./Women_Profiles/Barbara_Corcoran
Brené Brown,https://en.wikipedia.org/wiki/Bren%C3%A9_Brown,"Occupation: Storyteller 
 Research Professor 
 Author 
 Public Speaker 
 Licensed Masters Social Worker",./Women_Profiles/Brené_Brown
Malalai Joya,https://en.wikipedia.org/wiki/Malalai_Joya,Occupation: Political activist,./Women_Profiles/Malalai_Joya
Ellen MacArthur,https://en.wikipedia.org/wiki/Ellen_MacArthur,Occupation: Sailor and charity founder,./Women_Profiles/Ellen_MacArthur
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,Occupation: Actress,./Women_Profiles/Kerry_Washington
Audrey Hepburn,https://en.wikipedia.org/wiki/Audrey_Hepburn,Occupation: Actress (1948–1989) Humanitarian (1988–1992),./Women_Profiles/Audrey_Hepburn
Naomi Parker Fraley,https://en.wikipedia.org/wiki/Naomi_Parker_Fraley,Occupation: War worker & waitress,./Women_Profiles/Naomi_Parker_Fraley
Dilma Rousseff,https://en.wikipedia.org/wiki/Dilma_Rousseff,Brazilian economist and politician,./Women_Profiles/Dilma_Rousseff
Emma Goldman,https://en.wikipedia.org/wiki/Emma_Goldman,anarchist political activist and writer,./Women_Profiles/Emma_Goldman
Aung San Suu Kyi,https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi,Burmese politician,./Women_Profiles/Aung_San_Suu_Kyi
Eve Ensler,https://en.wikipedia.org/wiki/Eve_Ensler,"Occupation: Playwright, writer, performer",./Women_Profiles/Eve_Ensler
Turia Pitt,https://en.wikipedia.org/wiki/Turia_Pitt,"Occupation: Athlete, author, motivational speaker",./Women_Profiles/Turia_Pitt
Dianne Feinstein,https://en.wikipedia.org/wiki/Dianne_Feinstein,American politician serving as the senior United States Senator,./Women_Profiles/Dianne_Feinstein
Margaret Sanger,https://en.wikipedia.org/wiki/Margaret_Sanger,"Occupation: Social reformer ,  sex educator , writer,  nurse",./Women_Profiles/Margaret_Sanger
Helena Morrissey,https://en.wikipedia.org/wiki/Helena_Morrissey,Occupation: Banker,./Women_Profiles/Helena_Morrissey
Fatema Mernissi,https://en.wikipedia.org/wiki/Fatema_Mernissi,Occupation: Sociologist,./Women_Profiles/Fatema_Mernissi
Gretchen Rubin,https://en.wikipedia.org/wiki/Gretchen_Rubin,Occupation: Author  blogger  speaker,./Women_Profiles/Gretchen_Rubin
Laverne Cox,https://en.wikipedia.org/wiki/Laverne_Cox,Occupation: Actress activist,./Women_Profiles/Laverne_Cox
Elizabeth Cady Stanton,https://en.wikipedia.org/wiki/Elizabeth_Cady_Stanton,"Occupation: Writer,  suffragist ,  women's rights activist ,  abolitionist",./Women_Profiles/Elizabeth_Cady_Stanton
Lubna Hussein,https://en.wikipedia.org/wiki/Lubna_al-Hussein,Sudanese Muslim,./Women_Profiles/Lubna_Hussein
Greta Garbo,https://en.wikipedia.org/wiki/Greta_Garbo,Occupation: Actress,./Women_Profiles/Greta_Garbo
Betty Friedan,https://en.wikipedia.org/wiki/Betty_Friedan,"Occupation: Writer, activist",./Women_Profiles/Betty_Friedan
Susan Wicklund,https://en.wikipedia.org/wiki/Susan_Wicklund,former abortion provider in the United States,./Women_Profiles/Susan_Wicklund
Jenette Stanley,https://en.wikipedia.org/wiki/Jenette_H._Bolles,American medical doctor,./Women_Profiles/Jenette_Stanley
Sylvia Plath,https://en.wikipedia.org/wiki/Sylvia_Plath,Occupation: Poet novelist short story writer,./Women_Profiles/Sylvia_Plath
Helen Clark,https://en.wikipedia.org/wiki/Helen_Clark,New Zealand politician,./Women_Profiles/Helen_Clark
Fanny Durack,https://en.wikipedia.org/wiki/Fanny_Durack,Australian competition swimmer,./Women_Profiles/Fanny_Durack
Ayn Rand,https://en.wikipedia.org/wiki/Ayn_Rand,Occupation: Writer,./Women_Profiles/Ayn_Rand
Alicia Vikander,https://en.wikipedia.org/wiki/Alicia_Vikander,Occupation: Actress,./Women_Profiles/Alicia_Vikander
Jane Addams,https://en.wikipedia.org/wiki/Jane_Addams,"Occupation: Social worker and political activist, author and lecturer, community organizer, public intellectual",./Women_Profiles/Jane_Addams
Sonia Sotomayor,https://en.wikipedia.org/wiki/Sonia_Sotomayor,Associate Justice of the Supreme Court of the United States,./Women_Profiles/Sonia_Sotomayor
Anna Wintour,https://en.wikipedia.org/wiki/Anna_Wintour,"Occupation: Magazine editor, fashion journalist",./Women_Profiles/Anna_Wintour
Debora Spar,https://en.wikipedia.org/wiki/Debora_Spar,former President of Barnard College,./Women_Profiles/Debora_Spar
Edith Summerskill,https://en.wikipedia.org/wiki/Edith_Summerskill,British physician,./Women_Profiles/Edith_Summerskill
Serena Williams,https://en.wikipedia.org/wiki/Serena_Williams,American professional tennis player and former world No,./Women_Profiles/Serena_Williams
Anne Frank,https://en.wikipedia.org/wiki/Anne_Frank,Occupation: Diarist,./Women_Profiles/Anne_Frank
Jayaben Desai,https://en.wikipedia.org/wiki/Jayaben_Desai,Known for: trade unionism,./Women_Profiles/Jayaben_Desai
Elizabeth Blackburn,https://en.wikipedia.org/wiki/Elizabeth_Blackburn,Australian-American Nobel laureate,./Women_Profiles/Elizabeth_Blackburn
Gail Laughlin,https://en.wikipedia.org/wiki/Gail_Laughlin,"Occupation: Lawyer ,  suffragist",./Women_Profiles/Gail_Laughlin
Doris Lessing,https://en.wikipedia.org/wiki/Doris_Lessing,Occupation: Writer,./Women_Profiles/Doris_Lessing
Lisa Ling,https://en.wikipedia.org/wiki/Lisa_Ling,Occupation: Journalist,./Women_Profiles/Lisa_Ling
Barbra Streisand,https://en.wikipedia.org/wiki/Barbra_Streisand,"Occupation: Singer 
 actress 
 filmmaker",./Women_Profiles/Barbra_Streisand
Valentina Tereshkova,https://en.wikipedia.org/wiki/Valentina_Tereshkova,"Occupation: Pilot 
 Cosmonaut 
 Politician",./Women_Profiles/Valentina_Tereshkova
Wendy Henry,https://en.wikipedia.org/wiki/Wendy_Henry,former journalist and newspaper editor,./Women_Profiles/Wendy_Henry
Shirley Temple,https://en.wikipedia.org/wiki/Shirley_Temple,"Occupation: Actress 
 singer 
 dancer 
 businesswoman 
 diplomat",./Women_Profiles/Shirley_Temple
Eleanor Lambert,https://en.wikipedia.org/wiki/Eleanor_Lambert,Occupation: Fashion publicist,./Women_Profiles/Eleanor_Lambert
Mina Wylie,https://en.wikipedia.org/wiki/Mina_Wylie,of Australia's first two female Olympic swimming representatives,./Women_Profiles/Mina_Wylie
Hattie McDaniel,https://en.wikipedia.org/wiki/Hattie_McDaniel,"Occupation: Actress, singer-songwriter and comedian",./Women_Profiles/Hattie_McDaniel
Elizabeth Gilbert,https://en.wikipedia.org/wiki/Elizabeth_Gilbert,"Occupation: Novelist, memoirist",./Women_Profiles/Elizabeth_Gilbert
Clare Boothe Luce,https://en.wikipedia.org/wiki/Clare_Boothe_Luce,"Occupation: Editing, playwright, politician, journalist, diplomat",./Women_Profiles/Clare_Boothe_Luce
Margaret Fuller,https://en.wikipedia.org/wiki/Margaret_Fuller,Occupation: Teacher   Journalist   Critic,./Women_Profiles/Margaret_Fuller
Rose Heilbron QC,https://en.wikipedia.org/wiki/Rose_Heilbron,Occupation: Lawyer and judge,./Women_Profiles/Rose_Heilbron_QC
Eleanor Roosevelt,https://en.wikipedia.org/wiki/Eleanor_Roosevelt,American political figure,./Women_Profiles/Eleanor_Roosevelt
Harriet Beecher Stowe,https://en.wikipedia.org/wiki/Harriet_Beecher_Stowe,American abolitionist and author,./Women_Profiles/Harriet_Beecher_Stowe
Margaret Chan,https://en.wikipedia.org/wiki/Margaret_Chan,Chinese-Canadian[1] physician,./Women_Profiles/Margaret_Chan
Guo Pei,https://en.wikipedia.org/wiki/Guo_Pei,Chinese fashion designer,./Women_Profiles/Guo_Pei
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,Occupation: Singer songwriter actress record producer,./Women_Profiles/Lady_Gaga
Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,"Occupation: Actress 
 writer 
 activist",./Women_Profiles/Jane_Fonda
Marilyn Monroe,https://en.wikipedia.org/wiki/Marilyn_Monroe,Occupation: Actress model singer,./Women_Profiles/Marilyn_Monroe
Jada Pinkett Smith,https://en.wikipedia.org/wiki/Jada_Pinkett_Smith,Occupation: Actress •  Comedian •  Singer-songwriter •  Screenwriter • Producer•  Television Personality •  Author •  Businesswomen,./Women_Profiles/Jada_Pinkett_Smith
Chanda Kochhar,https://en.wikipedia.org/wiki/Chanda_Kochhar,"Occupation: Former MD & CEO,  ICICI Bank",./Women_Profiles/Chanda_Kochhar
Elizabeth Taylor,https://en.wikipedia.org/wiki/Elizabeth_Taylor,"Occupation: Actress 
 businesswoman 
 humanitarian",./Women_Profiles/Elizabeth_Taylor
Anita Roddick,https://en.wikipedia.org/wiki/Anita_Roddick,"Known for: Businesswoman, founder of  The Body Shop , charity work",./Women_Profiles/Anita_Roddick
Rosa Parks,https://en.wikipedia.org/wiki/Rosa_Parks,Occupation: Civil rights activist,./Women_Profiles/Rosa_Parks
Nawal El Saadawi,https://en.wikipedia.org/wiki/Nawal_El_Saadawi,"Occupation: Physician,  psychiatrist ,  author",./Women_Profiles/Nawal_El_Saadawi
Bette Midler,https://en.wikipedia.org/wiki/Bette_Midler,"Occupation: Singer 
 songwriter 
 actress 
 comedian 
 producer",./Women_Profiles/Bette_Midler
Abigail Johnson,https://en.wikipedia.org/wiki/Abigail_Johnson,"Occupation: Chairman, CEO and President,  Fidelity Investments  Chairman,  Fidelity International",./Women_Profiles/Abigail_Johnson
Lisa Cash Hanson,https://en.wikipedia.org/wiki/Lisa_I%27Anson,British TV broadcaster and VJ,./Women_Profiles/Lisa_Cash_Hanson
